Category,Message,word_count,uppercase_word_count,unique_word_count,character_count,letter_count,flagged_word_count,flagged_bigrams_count,digit_count,links_count,free_count,special_count
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,29,6,27,159,104,1,0,23,0,0,1
ham,will you like to be spoiled? :),6,0,6,31,22,0,0,0,0,0,0
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154",25,1,23,156,110,1,0,17,0,0,0
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,19,1,18,113,93,0,0,0,0,0,0
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,22,0,21,110,81,0,0,1,0,0,0
ham,Den wat will e schedule b lk on sun?,9,0,9,36,27,0,0,0,0,0,0
ham,Lol enjoy role playing much?,5,0,5,28,23,0,0,0,0,0,0
ham,Ok. Me watching tv too.,5,0,5,23,17,0,0,0,0,0,0
ham,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",30,2,27,155,112,0,0,1,0,0,0
ham,"Just checked out, heading out to drop off my stuff now",11,0,10,54,43,1,0,0,0,0,0
ham,Here got lots of hair dresser fr china.,8,0,8,39,31,0,0,0,0,0,0
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,33,1,27,154,112,0,0,0,0,0,0
ham,Ill call you evening ill some ideas.,7,0,6,36,29,1,0,0,0,0,0
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,27,2,26,155,116,0,0,8,0,0,0
ham,Did you show him and wot did he say or could u not c him 4 dust?,17,0,15,64,46,0,0,1,0,0,0
ham,It should take about  &lt;#&gt;  min,6,0,6,36,24,0,0,0,0,0,0
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,33,5,31,160,102,2,0,23,0,0,0
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,15,0,12,71,50,1,0,0,0,0,0
ham,I cant pick the phone right now. Pls send a message,11,1,11,51,40,1,0,0,0,0,0
spam,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,20,4,20,121,80,1,0,15,1,1,0
ham,Finish liao... U?,3,1,3,17,11,0,0,0,0,0,0
spam,88066 FROM 88066 LOST 3POUND HELP,6,4,5,33,17,0,0,11,0,0,0
ham,Haha i think i did too,6,0,5,22,17,0,0,0,0,0,0
ham,U know we watchin at lido?,6,1,6,26,20,0,0,0,0,0,0
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,26,0,22,144,117,0,0,0,0,0,0
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?",12,0,12,63,46,0,0,1,0,0,0
ham,Cold. Dont be sad dear,5,0,5,22,17,0,0,0,0,0,0
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,20,1,20,89,68,0,0,0,0,0,0
ham,Is that on the telly? No its Brdget Jones!,9,0,9,42,32,0,0,0,0,0,0
ham,Love you aathi..love u lot..,5,0,5,28,20,0,0,0,0,0,0
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,25,1,24,135,102,0,0,0,0,0,1
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,10,0,10,78,47,0,0,7,0,0,0
ham,"Sorry, I'll call later in meeting",6,0,6,33,26,1,0,0,0,0,0
ham,R ü comin back for dinner?,6,1,6,26,20,0,0,0,0,0,0
ham,"I hav almost reached. Call, i m unable to connect u.",11,1,10,52,39,1,0,0,0,0,0
ham,Whom you waited for yesterday,5,0,5,29,25,0,0,0,0,0,0
ham,I reach home safe n sound liao...,7,1,7,33,24,0,0,0,0,0,0
ham,"Velly good, yes please!",4,0,4,23,18,0,0,0,0,0,0
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",18,0,18,85,66,0,0,0,0,0,0
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,22,2,19,101,77,0,0,0,0,0,0
ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,25,2,24,110,83,0,0,1,0,0,0
ham,Dont you have message offer,5,0,5,27,23,1,0,0,0,0,0
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,24,1,23,159,116,2,0,15,0,2,0
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",14,13,13,58,40,0,0,2,0,0,0
ham,Remind me how to get there and I shall do so,11,1,11,44,34,0,0,0,0,0,0
ham,:-( that's not v romantic!,4,0,4,26,17,0,0,0,0,0,0
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,17,1,15,91,71,0,0,1,0,0,0
spam,You have 1 new message. Please call 08718738034.,8,0,8,48,27,2,0,12,0,0,0
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,30,30,25,125,94,1,0,0,0,0,0
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,29,1,24,183,126,1,0,22,0,0,0
ham,Draw va?i dont think so:),5,0,5,25,18,0,0,0,0,0,0
ham,Dont pick up d call when something important is There to tell. Hrishi,13,0,13,69,56,1,0,0,0,0,0
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",27,3,27,160,98,3,0,24,0,1,0
ham,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?,15,1,15,71,54,0,0,0,0,0,0
ham,"&lt;#&gt; , that's all? Guess that's easy enough",7,0,6,48,32,0,0,0,0,0,0
ham,We can make a baby in yo tho,8,0,8,28,21,0,0,0,0,0,0
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?,13,1,13,66,47,0,0,0,0,0,0
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,29,6,25,127,96,0,0,1,0,0,0
ham,Still in the area of the restaurant. Ill try to come back soon,13,0,12,62,49,0,0,0,0,0,0
ham,"Aight that'll work, thanks",4,0,4,26,21,0,0,0,0,0,0
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,25,2,23,145,93,2,0,19,1,0,0
spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow,30,2,30,160,102,3,0,23,0,0,0
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",14,1,13,78,59,0,0,2,0,0,0
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,28,1,24,150,100,4,1,16,0,1,3
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",26,3,26,157,104,4,1,18,0,0,0
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",14,0,13,114,90,1,0,1,1,1,1
ham,So what do you guys do.,6,0,5,23,17,0,0,0,0,0,0
ham,Also that chat was awesome but don't make it regular unless you can see her in person,17,0,17,85,68,0,0,0,0,0,0
ham,That's significant but dont worry.,5,0,5,34,28,0,0,0,0,0,0
ham,That's cause your old. I live to be high.,9,1,9,41,30,0,0,0,0,0,0
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",26,0,20,134,98,0,0,0,0,0,0
ham,On the way to office da..,6,0,6,25,18,0,0,0,0,0,0
ham,In which place do you want da.,7,0,7,30,23,0,0,0,0,0,0
ham,This pain couldn't have come at a worse time.,9,0,9,45,35,0,0,0,0,0,0
ham,Ok...,1,0,1,5,2,0,0,0,0,0,0
ham,Should I be stalking u?,5,1,5,23,18,0,0,0,0,0,0
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,18,0,17,93,71,0,0,0,0,0,0
ham,Ok lor.,2,0,2,7,5,0,0,0,0,0,0
ham,Apps class varaya elaya.,4,0,4,24,20,0,0,0,0,0,0
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,25,1,18,129,94,0,0,0,0,0,0
spam,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",26,4,26,166,89,4,0,28,0,0,2
ham,That day you asked about anand number. Why:-),8,0,8,45,34,0,0,0,0,0,0
ham,Am surfing online store. For offers do you want to buy any thing.,13,0,13,65,51,0,0,0,0,0,0
ham,Long beach lor. Expected... U having dinner now?,8,1,8,48,36,1,0,0,0,0,0
ham,At home by the way,5,0,5,18,14,0,0,0,0,0,0
ham,We are both fine. Thanks,5,0,5,24,19,0,0,0,0,0,0
ham,What happen to her tell the truth,7,0,7,33,27,0,0,0,0,0,0
ham,Do you like Italian food?,5,0,5,25,20,0,0,0,0,0,0
ham,Which is weird because I know I had it at one point,12,2,11,51,40,0,0,0,0,0,0
ham,Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!,15,0,15,92,76,0,0,0,0,0,0
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,12,0,12,69,52,0,0,0,0,0,1
ham,"Alright, see you in a bit",6,0,6,25,19,0,0,0,0,0,0
ham,Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.,20,0,19,107,85,1,0,0,0,0,0
ham,I will take care of financial problem.i will help:),9,1,8,51,40,0,0,0,0,0,0
ham,Tell dear what happen to you. Why you talking to me like an alian,14,0,12,65,51,0,0,0,0,0,0
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,22,1,21,160,115,2,0,16,0,2,3
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",23,0,22,141,94,0,0,5,0,0,0
ham,Okie...,1,0,1,7,4,0,0,0,0,0,0
ham,"Hi this is yijue, can i meet u at 11 tmr?",11,0,11,41,27,0,0,2,0,0,0
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,12,0,12,67,50,0,0,0,0,0,0
ham,But i dint slept in afternoon.,6,0,6,30,24,0,0,0,0,0,0
ham,That seems unnecessarily affectionate,4,0,4,37,34,0,0,0,0,0,0
ham,Yar else i'll thk of all sorts of funny things.,10,0,9,47,36,0,0,0,0,0,0
ham,You will be in the place of that man,9,0,9,36,28,0,0,0,0,0,0
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3",24,1,21,118,79,1,0,12,0,0,0
ham,Thats cool. How was your day?,6,0,6,29,22,0,0,0,0,0,0
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,13,1,13,82,58,3,0,11,0,0,0
ham,R we going with the  &lt;#&gt;  bus?,7,1,7,36,22,0,0,0,0,0,0
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",55,5,40,281,205,0,0,0,0,0,0
ham,No..he joined today itself.,4,0,4,27,21,0,0,0,0,0,0
ham,Okay same with me. Well thanks for the clarification,9,0,9,52,43,0,0,0,0,0,0
ham,I'll talk to the others and probably just come early tomorrow then,12,0,12,66,54,0,0,0,0,0,0
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",27,2,24,149,101,2,0,18,0,1,1
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",24,1,22,121,93,2,0,0,0,0,0
ham,Hi. I'm sorry i missed your call. Can you pls call back.,12,0,11,56,41,2,0,0,0,0,0
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,19,0,18,92,70,1,0,1,0,0,0
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",30,3,26,161,119,0,0,8,0,0,0
ham,Ok then no need to tell me anything i am going to sleep good night,15,0,14,66,52,0,0,0,0,0,0
ham,Ok try to do week end course in coimbatore.,9,0,9,43,34,0,0,0,0,0,0
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,31,3,28,158,103,3,0,21,0,1,1
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),23,1,20,127,94,0,0,4,0,0,0
ham,If you r @ home then come down within 5 min,10,0,10,43,31,0,0,1,0,0,1
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",95,3,70,446,326,1,0,4,0,1,0
ham,"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut?",24,0,18,98,72,0,0,0,0,0,0
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",15,0,15,88,69,0,0,0,0,0,0
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,20,1,19,103,77,0,0,1,0,0,0
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,28,3,27,157,108,4,1,17,0,0,0
ham,Dunno lei he neva say...,5,0,5,24,17,0,0,0,0,0,0
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,20,13,18,95,69,0,0,3,0,0,0
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,18,0,17,74,53,0,0,1,0,0,0
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,22,3,18,109,75,3,0,8,0,0,1
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",28,0,27,158,119,1,0,0,2,1,0
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",97,4,71,482,369,0,0,0,0,0,0
ham,"If i let you do this, i want you in the house by 8am.",14,0,12,53,37,0,0,1,0,0,0
ham,"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn",26,2,20,119,85,0,0,0,0,0,0
ham,I will reach before ten morning,6,1,6,31,26,0,0,0,0,0,0
ham,Your pussy is perfect!,4,0,4,22,18,0,0,0,0,0,0
ham,"Sorry, I'll call later",4,0,4,22,17,1,0,0,0,0,0
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",27,1,27,161,115,1,0,17,0,0,0
ham,No message..no responce..what happend?,4,0,4,38,30,0,0,0,0,0,0
ham,Also where's the piece,4,0,4,22,18,0,0,0,0,0,0
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",12,0,12,89,72,0,0,0,0,0,0
ham,Boo. How's things? I'm back at home and a little bored already :-(,12,0,12,66,47,0,0,0,0,0,0
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,37,0,30,191,147,0,0,0,0,0,0
ham,PICK UR FONE UP NOW U DUMB?,7,7,7,27,20,1,0,0,0,0,0
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da.",14,1,11,67,51,0,0,0,0,0,0
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff.",20,0,20,103,79,0,0,0,0,0,0
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,21,2,17,96,66,0,0,0,0,0,0
ham,"Babe, I'm back ... Come back to me ...",7,0,6,38,22,0,0,0,0,0,0
ham,Well you told others you'd marry them...,7,0,7,40,30,0,0,0,0,0,0
ham,Neshanth..tel me who r u?,5,0,5,25,18,0,0,0,0,0,0
ham,YO YO YO BYATCH WHASSUP?,5,5,3,24,19,0,0,0,0,0,0
ham,Oh... Kay... On sat right?,5,0,5,26,15,0,0,0,0,0,0
ham,Hi! This is Roger from CL. How are you?,9,1,9,39,28,0,0,0,0,0,0
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),33,2,30,152,111,1,0,2,0,0,0
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...,11,0,10,54,35,0,0,0,0,0,0
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,13,0,13,73,60,0,0,0,0,0,0
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,19,0,18,80,58,0,0,2,0,0,0
ham,I'm meeting Darren...,3,0,3,21,15,0,0,0,0,0,0
ham,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8",29,0,27,148,105,0,0,2,0,0,0
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",69,5,55,444,319,1,0,11,0,0,0
ham,Dear where you will be when i reach there,9,0,9,41,33,0,0,0,0,0,0
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),21,2,16,99,73,0,0,0,0,0,0
ham,Ok... Thanx... Gd nite 2 ü too...,7,0,7,33,17,0,0,1,0,0,0
ham,"Come to me right now, Ahmad",6,0,6,27,21,1,0,0,0,0,0
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,28,3,24,158,102,1,0,16,0,0,5
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,23,1,22,116,90,1,0,0,0,0,0
ham,O was not into fps then.,6,1,6,24,18,0,0,0,0,0,0
ham,Huh means computational science... Y they like dat one push here n there...,13,1,13,75,57,0,0,0,0,0,0
ham,"Could you not read me, my Love ? I answered you",10,1,9,47,35,0,0,0,0,0,0
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can...,18,0,17,80,54,0,0,0,0,0,0
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",11,1,11,115,98,0,0,0,0,0,0
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,22,4,22,152,110,1,0,18,1,0,0
ham,Oic... Then better quickly go bathe n settle down...,9,0,9,52,38,0,0,0,0,0,0
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,18,1,17,83,56,0,0,1,0,0,0
ham,A bloo bloo bloo I'll miss the first bowl,9,1,7,41,32,0,0,0,0,0,0
ham,Lmao but its so fun...,5,0,5,22,15,0,0,0,0,0,0
ham,Oh k k:)but he is not a big hitter.anyway good,10,0,10,46,34,0,0,0,0,0,0
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,10,2,9,57,36,0,0,0,0,0,0
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,27,1,27,157,101,2,0,23,0,0,1
ham,Do you think i can move  &lt;#&gt;  in a week,10,0,10,45,29,0,0,0,0,0,0
ham,She.s find. I sent you an offline message to know how anjola's now.,13,1,13,67,51,1,0,0,0,0,0
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,30,4,27,152,114,0,0,2,0,0,1
ham,How was txting and driving,5,0,5,26,22,0,0,0,0,0,0
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,18,0,17,100,77,0,0,0,0,0,0
ham,Really dun bluff me leh... U sleep early too. Nite...,10,1,10,53,37,0,0,0,0,0,0
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.""",107,2,82,629,458,3,0,1,0,1,1
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,46,1,39,235,180,0,0,1,0,0,0
ham,Oh ya ya. I remember da. .,6,1,5,26,17,0,0,0,0,0,0
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,24,0,22,114,90,0,0,1,0,0,0
spam,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",18,2,17,121,69,2,0,23,1,0,1
ham,I not busy juz dun wan 2 go so early.. Hee..,11,1,11,44,29,0,0,1,0,0,0
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,15,0,15,78,56,0,0,4,0,0,0
ham,"Great. I'm in church now, will holla when i get out",11,0,11,51,38,1,0,0,0,0,0
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon,17,0,15,81,63,0,0,0,0,0,0
ham,I donno if they are scorable,6,1,6,28,23,0,0,0,0,0,0
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,13,0,13,85,66,0,0,0,0,0,0
ham,"Yes but i dont care! I need you bad, princess!",10,1,9,46,34,0,0,0,0,0,0
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",35,2,29,183,142,0,0,0,0,0,0
ham,"Sorry, I'll call later",4,0,4,22,17,1,0,0,0,0,0
ham,Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...,24,0,20,105,73,0,0,0,0,0,0
ham,Do u knw dis no. &lt;#&gt; ?,6,0,6,28,15,0,0,0,0,0,0
ham,Then she dun believe wat?,5,0,5,25,20,0,0,0,0,0,0
ham,K..give back my thanks.,4,0,4,23,17,0,0,0,0,0,0
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,14,1,14,74,57,0,0,0,0,0,0
ham,Okay. I've seen it. So i should pick it on friday?,11,0,10,50,36,0,0,0,0,0,0
ham,How much she payed. Suganya.,5,0,5,28,22,0,0,0,0,0,0
ham,Left dessert. U wan me 2 go suntec look 4 u?,11,1,10,44,30,0,0,2,0,0,0
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",18,0,18,88,67,0,0,0,0,0,0
ham,Onum ela pa. Normal than.,5,0,5,25,19,0,0,0,0,0,0
ham,K.k..how is your sister kids?,5,0,5,29,21,0,0,0,0,0,0
ham,"Cool, I'll text you when I'm on the way",9,0,9,39,28,1,0,0,0,0,0
ham,Nope. Meanwhile she talk say make i greet you.,9,0,9,46,36,0,0,0,0,0,0
ham,i cant talk to you now.i will call when i can.dont keep calling.,13,0,12,64,49,1,0,0,0,0,0
ham,Anything lar...,2,0,2,15,11,0,0,0,0,0,0
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",20,0,16,126,99,0,0,0,0,0,0
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",17,1,17,105,68,0,0,0,0,0,0
ham,They will pick up and drop in car.so no problem..,10,0,10,49,37,0,0,0,0,0,0
ham,S.i think he is waste for rr..,7,0,7,30,21,0,0,0,0,0,0
ham,He is world famamus....,4,0,4,23,16,0,0,0,0,0,0
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,16,0,15,84,67,0,0,0,0,0,0
ham,Lol well don't do it without me. We could have a big sale together.,14,0,14,67,51,0,0,0,0,0,0
ham,* Am on my way,4,0,4,14,9,0,0,0,0,0,0
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...,14,0,14,68,43,1,0,3,0,0,0
ham,"sry can't talk on phone, with parents",7,0,7,37,29,0,0,0,0,0,0
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",27,4,26,159,105,3,0,18,0,0,0
ham,Ok lor wat time ü finish?,6,0,6,25,19,0,0,0,0,0,0
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",15,0,15,84,60,0,0,0,0,0,0
ham,Mm i am on the way to railway,8,0,8,29,22,0,0,0,0,0,0
ham,i dnt wnt to tlk wid u,7,0,7,22,16,0,0,0,0,0,0
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",39,1,32,201,154,0,0,0,0,0,0
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,31,0,25,137,103,0,0,0,0,0,0
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",22,3,21,116,89,2,0,4,0,1,0
